Nummer;Behandlingsaktivitet;KLE Hovedgruppe;KLE Gruppe;KLE niveau 3
16;Behandling af personoplysninger i forbindelse med optagelse i SFO, klubtilbud og fritidshjem samt skolens fritidsforanstaltninger samt folkeskoleaktiviteter- og arrangementer, samt naturskoler. ;17. Folkeskoleundervisning;17. 04. Folkeskoleaktiviteter og -arrangementer;17.04.22. Skoleblade
16;Behandling af personoplysninger i forbindelse med optagelse i SFO, klubtilbud og fritidshjem samt skolens fritidsforanstaltninger samt folkeskoleaktiviteter- og arrangementer, samt naturskoler. ;17. Folkeskoleundervisning;17. 04. Folkeskoleaktiviteter og -arrangementer;17.04.23. Udvekslinger, folkeskoleaktiviteter
16;Behandling af personoplysninger i forbindelse med optagelse i SFO, klubtilbud og fritidshjem samt skolens fritidsforanstaltninger samt folkeskoleaktiviteter- og arrangementer, samt naturskoler. ;17. Folkeskoleundervisning;17. 04. Folkeskoleaktiviteter og -arrangementer;17.04.25. Erhvervspraktik, folkeskole
16;Behandling af personoplysninger i forbindelse med optagelse i SFO, klubtilbud og fritidshjem samt skolens fritidsforanstaltninger samt folkeskoleaktiviteter- og arrangementer, samt naturskoler. ;17. Folkeskoleundervisning;17. 04. Folkeskoleaktiviteter og -arrangementer;17.04.30. Skoleårets begyndelse og afslutning
16;Behandling af personoplysninger i forbindelse med optagelse i SFO, klubtilbud og fritidshjem samt skolens fritidsforanstaltninger samt folkeskoleaktiviteter- og arrangementer, samt naturskoler. ;17. Folkeskoleundervisning;17. 04. Folkeskoleaktiviteter og -arrangementer;17.04.32. Skolehistoriske samlinger
16;Behandling af personoplysninger i forbindelse med optagelse i SFO, klubtilbud og fritidshjem samt skolens fritidsforanstaltninger samt folkeskoleaktiviteter- og arrangementer, samt naturskoler. ;17. Folkeskoleundervisning;17. 13. Skolens fritidsforanstaltninger;17.13.00. Skolens fritidsforanstaltninger i almindelighed
16;Behandling af personoplysninger i forbindelse med optagelse i SFO, klubtilbud og fritidshjem samt skolens fritidsforanstaltninger samt folkeskoleaktiviteter- og arrangementer, samt naturskoler. ;17. Folkeskoleundervisning;17. 13. Skolens fritidsforanstaltninger;17.13.02. Ferieaktiviteter
16;Behandling af personoplysninger i forbindelse med optagelse i SFO, klubtilbud og fritidshjem samt skolens fritidsforanstaltninger samt folkeskoleaktiviteter- og arrangementer, samt naturskoler. ;17. Folkeskoleundervisning;17. 13. Skolens fritidsforanstaltninger;17.13.03. Undervisning i fritiden
16;Behandling af personoplysninger i forbindelse med optagelse i SFO, klubtilbud og fritidshjem samt skolens fritidsforanstaltninger samt folkeskoleaktiviteter- og arrangementer, samt naturskoler. ;17. Folkeskoleundervisning;17. 13. Skolens fritidsforanstaltninger;17.13.10. Optagelse i skolefritidsordning (SFO)
16;Behandling af personoplysninger i forbindelse med optagelse i SFO, klubtilbud og fritidshjem samt skolens fritidsforanstaltninger samt folkeskoleaktiviteter- og arrangementer, samt naturskoler. ;28. Dagtilbud;28. 12. Fritidshjem til børn i skolealderen;28.12.00. Fritidshjem til børn i skolealderen i almindelighed
16;Behandling af personoplysninger i forbindelse med optagelse i SFO, klubtilbud og fritidshjem samt skolens fritidsforanstaltninger samt folkeskoleaktiviteter- og arrangementer, samt naturskoler. ;28. Dagtilbud;28. 12. Fritidshjem til børn i skolealderen;28.12.04. Børnemiljøvurdering m.v., fritidshjem
16;Behandling af personoplysninger i forbindelse med optagelse i SFO, klubtilbud og fritidshjem samt skolens fritidsforanstaltninger samt folkeskoleaktiviteter- og arrangementer, samt naturskoler. ;28. Dagtilbud;28. 12. Fritidshjem til børn i skolealderen;28.12.08. Forældrebestyrelser og principper for fritidshjemmets arbejde
16;Behandling af personoplysninger i forbindelse med optagelse i SFO, klubtilbud og fritidshjem samt skolens fritidsforanstaltninger samt folkeskoleaktiviteter- og arrangementer, samt naturskoler. ;28. Dagtilbud;28. 12. Fritidshjem til børn i skolealderen;28.12.12. Madordning, fritidshjem
16;Behandling af personoplysninger i forbindelse med optagelse i SFO, klubtilbud og fritidshjem samt skolens fritidsforanstaltninger samt folkeskoleaktiviteter- og arrangementer, samt naturskoler. ;28. Dagtilbud;28. 12. Fritidshjem til børn i skolealderen;28.12.16. Forældrekontakt/-samarbejde, fritidshjem
16;Behandling af personoplysninger i forbindelse med optagelse i SFO, klubtilbud og fritidshjem samt skolens fritidsforanstaltninger samt folkeskoleaktiviteter- og arrangementer, samt naturskoler. ;28. Dagtilbud;28. 12. Fritidshjem til børn i skolealderen;28.12.20. Aktiviteter/arrangementer, fritidshjem
16;Behandling af personoplysninger i forbindelse med optagelse i SFO, klubtilbud og fritidshjem samt skolens fritidsforanstaltninger samt folkeskoleaktiviteter- og arrangementer, samt naturskoler. ;28. Dagtilbud;28. 12. Fritidshjem til børn i skolealderen;28.12.24. Børnenes sikkerhed, fritidshjem
16;Behandling af personoplysninger i forbindelse med optagelse i SFO, klubtilbud og fritidshjem samt skolens fritidsforanstaltninger samt folkeskoleaktiviteter- og arrangementer, samt naturskoler. ;28. Dagtilbud;28. 12. Fritidshjem til børn i skolealderen;28.12.28. Optagelse i fritidshjem / plads i anden kommune / opsigelse
16;Behandling af personoplysninger i forbindelse med optagelse i SFO, klubtilbud og fritidshjem samt skolens fritidsforanstaltninger samt folkeskoleaktiviteter- og arrangementer, samt naturskoler. ;28. Dagtilbud;28. 15. Klubtilbud og andre socialpædagogiske fritidstilbud til større børn og unge;28.15.00. Klubtilbud og andre socialpædagogiske fritidstilbud til større børn og unge i almindelighed
16;Behandling af personoplysninger i forbindelse med optagelse i SFO, klubtilbud og fritidshjem samt skolens fritidsforanstaltninger samt folkeskoleaktiviteter- og arrangementer, samt naturskoler. ;28. Dagtilbud;28. 15. Klubtilbud og andre socialpædagogiske fritidstilbud til større børn og unge;28.15.04. Forældrekontakt/-samarbejde, klubtilbud
16;Behandling af personoplysninger i forbindelse med optagelse i SFO, klubtilbud og fritidshjem samt skolens fritidsforanstaltninger samt folkeskoleaktiviteter- og arrangementer, samt naturskoler. ;28. Dagtilbud;28. 15. Klubtilbud og andre socialpædagogiske fritidstilbud til større børn og unge;28.15.08. Aktiviteter/arrangementer, klubtilbud
16;Behandling af personoplysninger i forbindelse med optagelse i SFO, klubtilbud og fritidshjem samt skolens fritidsforanstaltninger samt folkeskoleaktiviteter- og arrangementer, samt naturskoler. ;28. Dagtilbud;28. 15. Klubtilbud og andre socialpædagogiske fritidstilbud til større børn og unge;28.15.12. Børnenes sikkerhed, klubtilbud
16;Behandling af personoplysninger i forbindelse med optagelse i SFO, klubtilbud og fritidshjem samt skolens fritidsforanstaltninger samt folkeskoleaktiviteter- og arrangementer, samt naturskoler. ;28. Dagtilbud;28. 15. Klubtilbud og andre socialpædagogiske fritidstilbud til større børn og unge;28.15.16. Optagelse i klubtilbud / plads i anden kommune / opsigelse
17;Behandling af personoplysninger i forbindelse med elever med særlige behov;17. Folkeskoleundervisning;17. 03. Specialundervisning og specialpædagogisk bistand;17.03.00. Specialundervisning og specialpædagogisk bistand i almindelighed
17;Behandling af personoplysninger i forbindelse med elever med særlige behov;17. Folkeskoleundervisning;17. 03. Specialundervisning og specialpædagogisk bistand;17.03.04. Pædagogisk-psykologisk vurdering (PPR)
17;Behandling af personoplysninger i forbindelse med elever med særlige behov;17. Folkeskoleundervisning;17. 03. Specialundervisning og specialpædagogisk bistand;17.03.07. Tilbud om ordblindetest
17;Behandling af personoplysninger i forbindelse med elever med særlige behov;17. Folkeskoleundervisning;17. 03. Specialundervisning og specialpædagogisk bistand;17.03.08. Specialundervisning og anden specialpædagogisk bistand
17;Behandling af personoplysninger i forbindelse med elever med særlige behov;17. Folkeskoleundervisning;17. 03. Specialundervisning og specialpædagogisk bistand;17.03.09. Vidtgående specialundervisning ved regionsrådets foranstaltnin
17;Behandling af personoplysninger i forbindelse med elever med særlige behov;17. Folkeskoleundervisning;17. 03. Specialundervisning og specialpædagogisk bistand;17.03.10. Specialpædagogisk bistand til førskolebørn
17;Behandling af personoplysninger i forbindelse med elever med særlige behov;17. Folkeskoleundervisning;17. 03. Specialundervisning og specialpædagogisk bistand;17.03.17. Specialundervisning i dagbehandlingstilbud og anbringelsessteder
17;Behandling af personoplysninger i forbindelse med elever med særlige behov;17. Folkeskoleundervisning;17. 03. Specialundervisning og specialpædagogisk bistand;17.03.20. Supplerende undervisning og særlig tilrettelagt undervisning
17;Behandling af personoplysninger i forbindelse med elever med særlige behov;17. Folkeskoleundervisning;17. 03. Specialundervisning og specialpædagogisk bistand;17.03.22. Specialklasser
18;Behandling af personoplysninger i forbindelse med ungdomsskole, kommunal ungeindsats og ungdomsuddannelse;17. Folkeskoleundervisning;17. 27. Kommunal ungeindsats;17.27.00. Kommunal ungeindsats i almindelighed
18;Behandling af personoplysninger i forbindelse med ungdomsskole, kommunal ungeindsats og ungdomsuddannelse;17. Folkeskoleundervisning;17. 27. Kommunal ungeindsats;17.27.12. Vejledning i grundskolen
18;Behandling af personoplysninger i forbindelse med ungdomsskole, kommunal ungeindsats og ungdomsuddannelse;17. Folkeskoleundervisning;17. 27. Kommunal ungeindsats;17.27.14. Vejledning til elever på friskoler, private grundskoler mv
18;Behandling af personoplysninger i forbindelse med ungdomsskole, kommunal ungeindsats og ungdomsuddannelse;17. Folkeskoleundervisning;17. 27. Kommunal ungeindsats;17.27.15. Pligt til uddannelse, beskæftigelse eller anden aktivitet
18;Behandling af personoplysninger i forbindelse med ungdomsskole, kommunal ungeindsats og ungdomsuddannelse;17. Folkeskoleundervisning;17. 27. Kommunal ungeindsats;17.27.21. Vejledning om valg af ungdomsuddannelse og erhverv
18;Behandling af personoplysninger i forbindelse med ungdomsskole, kommunal ungeindsats og ungdomsuddannelse;17. Folkeskoleundervisning;17. 27. Kommunal ungeindsats;17.27.25. Introduktionskurser og brobygning
18;Behandling af personoplysninger i forbindelse med ungdomsskole, kommunal ungeindsats og ungdomsuddannelse;17. Folkeskoleundervisning;17. 27. Kommunal ungeindsats;17.27.30. Kontaktperson, kommunal ungeindsats
18;Behandling af personoplysninger i forbindelse med ungdomsskole, kommunal ungeindsats og ungdomsuddannelse;18. Folkeoplysning og ungdomsskoler;18. 01. Ungdomsskolens generelle og overordnede forhold;18.01.11. Optagelse og alderskriterier
18;Behandling af personoplysninger i forbindelse med ungdomsskole, kommunal ungeindsats og ungdomsuddannelse;18. Folkeoplysning og ungdomsskoler;18. 01. Ungdomsskolens generelle og overordnede forhold;18.01.12. Unge til/fra andre kommuner
18;Behandling af personoplysninger i forbindelse med ungdomsskole, kommunal ungeindsats og ungdomsuddannelse;18. Folkeoplysning og ungdomsskoler;18. 01. Ungdomsskolens generelle og overordnede forhold;18.01.13. Ungdomsskoleplaner
18;Behandling af personoplysninger i forbindelse med ungdomsskole, kommunal ungeindsats og ungdomsuddannelse;18. Folkeoplysning og ungdomsskoler;18. 09. Ungdomsskolens bestyrelse, råd;18.09.00. Ungdomsskolens bestyrelse, råd i almindelighed
18;Behandling af personoplysninger i forbindelse med ungdomsskole, kommunal ungeindsats og ungdomsuddannelse;18. Folkeoplysning og ungdomsskoler;18. 09. Ungdomsskolens bestyrelse, råd;18.09.01. Ungdomsskolebestyrelsen, opbygning af
18;Behandling af personoplysninger i forbindelse med ungdomsskole, kommunal ungeindsats og ungdomsuddannelse;18. Folkeoplysning og ungdomsskoler;18. 09. Ungdomsskolens bestyrelse, råd;18.09.02. Ungdomsskolebestyrelsens opgaver (vedtægt/forretningsorden)
18;Behandling af personoplysninger i forbindelse med ungdomsskole, kommunal ungeindsats og ungdomsuddannelse;18. Folkeoplysning og ungdomsskoler;18. 09. Ungdomsskolens bestyrelse, råd;18.09.05. Elevråd
18;Behandling af personoplysninger i forbindelse med ungdomsskole, kommunal ungeindsats og ungdomsuddannelse;18. Folkeoplysning og ungdomsskoler;18. 10. Ungdomsskoletilbud, ikke-obligatorisk undervisning;18.10.00. Ungdomsskoletilbud, ikke-obligatorisk undervisning i almindelighed
18;Behandling af personoplysninger i forbindelse med ungdomsskole, kommunal ungeindsats og ungdomsuddannelse;18. Folkeoplysning og ungdomsskoler;18. 10. Ungdomsskoletilbud, ikke-obligatorisk undervisning;18.10.01. Færdselslære, knallertkørsel, traktorteori mv.
18;Behandling af personoplysninger i forbindelse med ungdomsskole, kommunal ungeindsats og ungdomsuddannelse;18. Folkeoplysning og ungdomsskoler;18. 10. Ungdomsskoletilbud, ikke-obligatorisk undervisning;18.10.02. Heltidsundervisning
18;Behandling af personoplysninger i forbindelse med ungdomsskole, kommunal ungeindsats og ungdomsuddannelse;18. Folkeoplysning og ungdomsskoler;18. 10. Ungdomsskoletilbud, ikke-obligatorisk undervisning;18.10.04. Særlig tilrettelagt undervisning for unge indvandrere
18;Behandling af personoplysninger i forbindelse med ungdomsskole, kommunal ungeindsats og ungdomsuddannelse;18. Folkeoplysning og ungdomsskoler;18. 10. Ungdomsskoletilbud, ikke-obligatorisk undervisning;18.10.05. Uddannelses- og oplysningsområdet, ungdomsskoletilbud
18;Behandling af personoplysninger i forbindelse med ungdomsskole, kommunal ungeindsats og ungdomsuddannelse;18. Folkeoplysning og ungdomsskoler;18. 10. Ungdomsskoletilbud, ikke-obligatorisk undervisning;18.10.06. Fritidsområdet, ungdomsskoletilbud
18;Behandling af personoplysninger i forbindelse med ungdomsskole, kommunal ungeindsats og ungdomsuddannelse;18. Folkeoplysning og ungdomsskoler;18. 10. Ungdomsskoletilbud, ikke-obligatorisk undervisning;18.10.07. Arbejdsmarkedsområdet, ungdomsskoletilbud
18;Behandling af personoplysninger i forbindelse med ungdomsskole, kommunal ungeindsats og ungdomsuddannelse;18. Folkeoplysning og ungdomsskoler;18. 10. Ungdomsskoletilbud, ikke-obligatorisk undervisning;18.10.08. Socialområdet, ungdomsskoletilbud
18;Behandling af personoplysninger i forbindelse med ungdomsskole, kommunal ungeindsats og ungdomsuddannelse;18. Folkeoplysning og ungdomsskoler;18. 10. Ungdomsskoletilbud, ikke-obligatorisk undervisning;18.10.10. Festarrangementer, ungdomsskolen
18;Behandling af personoplysninger i forbindelse med ungdomsskole, kommunal ungeindsats og ungdomsuddannelse;18. Folkeoplysning og ungdomsskoler;18. 10. Ungdomsskoletilbud, ikke-obligatorisk undervisning;18.10.15. Tværgående ungdomsskoletilbud
18;Behandling af personoplysninger i forbindelse med ungdomsskole, kommunal ungeindsats og ungdomsuddannelse;18. Folkeoplysning og ungdomsskoler;18. 12. Klubvirksomhed;18.12.02. Medlemslister
18;Behandling af personoplysninger i forbindelse med ungdomsskole, kommunal ungeindsats og ungdomsuddannelse;18. Folkeoplysning og ungdomsskoler;18. 12. Klubvirksomhed;18.12.03. Egenbetaling/kontingenter
18;Behandling af personoplysninger i forbindelse med ungdomsskole, kommunal ungeindsats og ungdomsuddannelse;18. Folkeoplysning og ungdomsskoler;18. 12. Klubvirksomhed;18.12.05. Klubaktiviteter
18;Behandling af personoplysninger i forbindelse med ungdomsskole, kommunal ungeindsats og ungdomsuddannelse;18. Folkeoplysning og ungdomsskoler;18. 13. Fritidsvirksomhed;18.13.00. Fritidsvirksomhed i almindelighed
19;Behandling af personoplysninger i forbindelse med kommunal tandpleje;29. Sundhed;29. 15. Kommunal tandpleje;29.15.00. Kommunal tandpleje mv. i almindelighed
19;Behandling af personoplysninger i forbindelse med kommunal tandpleje;29. Sundhed;29. 15. Kommunal tandpleje;29.15.04. Tandpleje for børn og unge under 22 år
19;Behandling af personoplysninger i forbindelse med kommunal tandpleje;29. Sundhed;29. 15. Kommunal tandpleje;29.15.12. Omsorgstandpleje
19;Behandling af personoplysninger i forbindelse med kommunal tandpleje;29. Sundhed;29. 15. Kommunal tandpleje;29.15.16. Specialtandpleje
20;Behandling af personoplysninger i forbindelse med sundhedspleje;29. Sundhed;29. 12. Forebyggende sundhedsydelser til børn og unge;29.12.00. Forebyggende sundhedsydelser til børn og unge i almindelighed
20;Behandling af personoplysninger i forbindelse med sundhedspleje;29. Sundhed;29. 12. Forebyggende sundhedsydelser til børn og unge;29.12.04. Sundhedstjeneste til børn og unge i skolen
20;Behandling af personoplysninger i forbindelse med sundhedspleje;29. Sundhed;29. 12. Forebyggende sundhedsydelser til børn og unge;29.12.08. Sundhedspleje til børn i eget hjem
20;Behandling af personoplysninger i forbindelse med sundhedspleje;29. Sundhed;29. 12. Forebyggende sundhedsydelser til børn og unge;29.12.12. Sundhedsmæssige ydelser til børn og unge m.fl. med særlige behov
20;Behandling af personoplysninger i forbindelse med sundhedspleje;29. Sundhed;29. 12. Forebyggende sundhedsydelser til børn og unge;29.12.16. Sundhedsmæssig bistand til daginstitutioner og dagpleje
20;Behandling af personoplysninger i forbindelse med sundhedspleje;29. Sundhed;29. 12. Forebyggende sundhedsydelser til børn og unge;29.12.20. Sundhedsmæssig bistand til skoler
20;Behandling af personoplysninger i forbindelse med sundhedspleje;29. Sundhed;29. 12. Forebyggende sundhedsydelser til børn og unge;29.12.24. Sundhedsmæssig oplysning og vejledning til børn og forældre
21;Behandling af personoplysninger i forbindelse med kriminalpræventiv indsats over for unge;27. Social Service;27. 25. SSP-indsats;27.25.00. SSP-indsats i almindelighed
21;Behandling af personoplysninger i forbindelse med kriminalpræventiv indsats over for unge;27. Social Service;27. 25. SSP-indsats;27.25.08. Kriminalpræventiv indsats, SSP
21;Behandling af personoplysninger i forbindelse med kriminalpræventiv indsats over for unge;27. Social Service;27. 25. SSP-indsats;27.25.12. Individuel kriminalpræventiv indsats, SSP
22;Behandling af personoplysninger i forbindelse med ungdomsuddannelse til unge med særlige behov samt FGU;4. Uddannelse;54. 18. Særlig tilrettelagt ungdomsuddannelse;54.18.00. Særlig tilrettelagt ungdomsuddannelse i almindelighed
22;Behandling af personoplysninger i forbindelse med ungdomsuddannelse til unge med særlige behov samt FGU;4. Uddannelse;54. 18. Særlig tilrettelagt ungdomsuddannelse;54.18.05. Indstilling og optagelse, STU
22;Behandling af personoplysninger i forbindelse med ungdomsuddannelse til unge med særlige behov samt FGU;4. Uddannelse;54. 18. Særlig tilrettelagt ungdomsuddannelse;54.18.08. Afklaringsforløb og forløbsplan
22;Behandling af personoplysninger i forbindelse med ungdomsuddannelse til unge med særlige behov samt FGU;4. Uddannelse;54. 18. Særlig tilrettelagt ungdomsuddannelse;54.18.11. Ungdomsuddannelsens tilrettelæggelse
22;Behandling af personoplysninger i forbindelse med ungdomsuddannelse til unge med særlige behov samt FGU;4. Uddannelse;54. 18. Særlig tilrettelagt ungdomsuddannelse;54.18.16. Befordring - ungdomsuddannelse
22;Behandling af personoplysninger i forbindelse med ungdomsuddannelse til unge med særlige behov samt FGU;4. Uddannelse;54. 42. Forberedende grunduddannelse (FGU);54.42.00. Forberedende grunduddannelse (FGU) i almindelighed
22;Behandling af personoplysninger i forbindelse med ungdomsuddannelse til unge med særlige behov samt FGU;4. Uddannelse;54. 42. Forberedende grunduddannelse (FGU);54.42.04. Optagelse, uddannelsesstart og uddannelsestid, FGU
22;Behandling af personoplysninger i forbindelse med ungdomsuddannelse til unge med særlige behov samt FGU;4. Uddannelse;54. 42. Forberedende grunduddannelse (FGU);54.42.08. Uddannelsesforløb, FGU
23;Behandling af personoplysninger i forbindelse med boligplacering af flygtninge, kommunens integrationsindsats samt repatriering;03. Boliger;03. 25. Boligplacering af flygtninge;03.25.00. Boligplacering af flygtninge i almindelighed
23;Behandling af personoplysninger i forbindelse med boligplacering af flygtninge, kommunens integrationsindsats samt repatriering;03. Boliger;03. 25. Boligplacering af flygtninge;03.25.07. Kommunekvoter - boligplacering af flygtninge
23;Behandling af personoplysninger i forbindelse med boligplacering af flygtninge, kommunens integrationsindsats samt repatriering;03. Boliger;03. 25. Boligplacering af flygtninge;03.25.12. Visitering til kommunerne
23;Behandling af personoplysninger i forbindelse med boligplacering af flygtninge, kommunens integrationsindsats samt repatriering;03. Boliger;03. 25. Boligplacering af flygtninge;03.25.15. Boliganvisning og udlejning af boliger til flygtninge
23;Behandling af personoplysninger i forbindelse med boligplacering af flygtninge, kommunens integrationsindsats samt repatriering;03. Boliger;03. 25. Boligplacering af flygtninge;03.25.16. Erhvervelse, indretning eller leje af boliger til udlændinge
23;Behandling af personoplysninger i forbindelse med boligplacering af flygtninge, kommunens integrationsindsats samt repatriering;03. Boliger;03. 25. Boligplacering af flygtninge;03.25.18. Midlertidige opholdssteder for flygtninge
23;Behandling af personoplysninger i forbindelse med boligplacering af flygtninge, kommunens integrationsindsats samt repatriering;03. Boliger;03. 25. Boligplacering af flygtninge;03.25.25. Udlændingestyrelsens anvisning af boliger
23;Behandling af personoplysninger i forbindelse med boligplacering af flygtninge, kommunens integrationsindsats samt repatriering;15. Arbejdsmarked og beskæftigelsesindsats;15. 40. Integration og udlændinge;15.40.00. Integration og udlændinge i almindelighed
23;Behandling af personoplysninger i forbindelse med boligplacering af flygtninge, kommunens integrationsindsats samt repatriering;15. Arbejdsmarked og beskæftigelsesindsats;15. 40. Integration og udlændinge;15.40.05. Inddragelse af andre aktører, integration
23;Behandling af personoplysninger i forbindelse med boligplacering af flygtninge, kommunens integrationsindsats samt repatriering;15. Arbejdsmarked og beskæftigelsesindsats;15. 40. Integration og udlændinge;15.40.10. Selvforsørgelses- og hjemrejseprogram og introduktionsprogram
23;Behandling af personoplysninger i forbindelse med boligplacering af flygtninge, kommunens integrationsindsats samt repatriering;15. Arbejdsmarked og beskæftigelsesindsats;15. 40. Integration og udlændinge;15.40.17. Helbredsmæssig vurdering
23;Behandling af personoplysninger i forbindelse med boligplacering af flygtninge, kommunens integrationsindsats samt repatriering;15. Arbejdsmarked og beskæftigelsesindsats;15. 40. Integration og udlændinge;15.40.20. Introduktionsforløb for indvandrere
23;Behandling af personoplysninger i forbindelse med boligplacering af flygtninge, kommunens integrationsindsats samt repatriering;15. Arbejdsmarked og beskæftigelsesindsats;15. 40. Integration og udlændinge;15.40.22. Integrationsgrunduddannelse (igu)
23;Behandling af personoplysninger i forbindelse med boligplacering af flygtninge, kommunens integrationsindsats samt repatriering;15. Arbejdsmarked og beskæftigelsesindsats;15. 40. Integration og udlændinge;15.40.25. Sikkerhedsstillelse efter udlændingeloven
23;Behandling af personoplysninger i forbindelse med boligplacering af flygtninge, kommunens integrationsindsats samt repatriering;15. Arbejdsmarked og beskæftigelsesindsats;15. 40. Integration og udlændinge;15.40.30. Kontrakter for asylansøgere
23;Behandling af personoplysninger i forbindelse med boligplacering af flygtninge, kommunens integrationsindsats samt repatriering;32. Kontante ydelser;32. 36. Repatriering;32.36.00. Repatriering i almindelighed
23;Behandling af personoplysninger i forbindelse med boligplacering af flygtninge, kommunens integrationsindsats samt repatriering;32. Kontante ydelser;32. 36. Repatriering;32.36.10. Hjemrejsebistand
24;Behandling af personoplysninger i forbindelse med tilbud om danskundervisning, kurser og undervisning til voksne udlændinge;4. Uddannelse;54. 15. Danskuddannelse til voksne udlændinge m.fl.;54.15.00. Danskuddannelse til voksne udlændinge m.fl. i almindelighed
24;Behandling af personoplysninger i forbindelse med tilbud om danskundervisning, kurser og undervisning til voksne udlændinge;4. Uddannelse;54. 15. Danskuddannelse til voksne udlændinge m.fl.;54.15.08. Danskuddannelsernes indhold og tilrettelæggelse
24;Behandling af personoplysninger i forbindelse med tilbud om danskundervisning, kurser og undervisning til voksne udlændinge;4. Uddannelse;54. 15. Danskuddannelse til voksne udlændinge m.fl.;54.15.12. Kursusdeltagere, danskuddannelse
24;Behandling af personoplysninger i forbindelse med tilbud om danskundervisning, kurser og undervisning til voksne udlændinge;4. Uddannelse;54. 15. Danskuddannelse til voksne udlændinge m.fl.;54.15.20. Andre integrationsopgaver end danskuddannelse
24;Behandling af personoplysninger i forbindelse med tilbud om danskundervisning, kurser og undervisning til voksne udlændinge;4. Uddannelse;54. 15. Danskuddannelse til voksne udlændinge m.fl.;54.15.28. Prøveafholdelse ifm. danskuddannelse
24;Behandling af personoplysninger i forbindelse med tilbud om danskundervisning, kurser og undervisning til voksne udlændinge;4. Uddannelse;54. 15. Danskuddannelse til voksne udlændinge m.fl.;54.15.40. Organisering af danskuddannelse (sprogcentre mv.
24;Behandling af personoplysninger i forbindelse med tilbud om danskundervisning, kurser og undervisning til voksne udlændinge;4. Uddannelse;54. 15. Danskuddannelse til voksne udlændinge m.fl.;54.15.44. Kursistråd, danskuddannelse
24;Behandling af personoplysninger i forbindelse med tilbud om danskundervisning, kurser og undervisning til voksne udlændinge;4. Uddannelse;54. 17. Kurser og undervisning for udlændinge;54.17.00. Kurser og undervisning for udlændinge i almindelighed
24;Behandling af personoplysninger i forbindelse med tilbud om danskundervisning, kurser og undervisning til voksne udlændinge;4. Uddannelse;54. 17. Kurser og undervisning for udlændinge;54.17.12. Indfødsretsprøve
24;Behandling af personoplysninger i forbindelse med tilbud om danskundervisning, kurser og undervisning til voksne udlændinge;4. Uddannelse;54. 17. Kurser og undervisning for udlændinge;54.17.20. Undervisning og aktivering af asylansøgere
25;Behandling af personoplysninger i forbindelse med sundhedsydelser til asylansøgere;29. Sundhed;29. 35. Sundhedsydelser til asylansøgere;29.35.00. Sundhedsydelser til asylansøgere i almindelighed
26;Behandling af personoplysninger i forbindelse med borgernes brug af naturen.;04. Parker, fritids-/idrætsanlæg og landskabspleje mv.;04. 00. Parker, fritids-/idrætsanlæg og landskabspleje;04.00.00. Parker, fritids-/idrætsanlæg og landskabspleje i almindelighed
26;Behandling af personoplysninger i forbindelse med borgernes brug af naturen.;04. Parker, fritids-/idrætsanlæg og landskabspleje mv.;04. 01. Parker, anlæg og grønne områder;04.01.00. Parker, anlæg og grønne områder i almindelighed
26;Behandling af personoplysninger i forbindelse med borgernes brug af naturen.;04. Parker, fritids-/idrætsanlæg og landskabspleje mv.;04. 01. Parker, anlæg og grønne områder;04.01.09. Renovering af parker og anlæg
26;Behandling af personoplysninger i forbindelse med borgernes brug af naturen.;04. Parker, fritids-/idrætsanlæg og landskabspleje mv.;04. 01. Parker, anlæg og grønne områder;04.01.10. Nyanlæg af parker og anlæg
26;Behandling af personoplysninger i forbindelse med borgernes brug af naturen.;04. Parker, fritids-/idrætsanlæg og landskabspleje mv.;04. 01. Parker, anlæg og grønne områder;04.01.11. Pleje af parker og anlæg
26;Behandling af personoplysninger i forbindelse med borgernes brug af naturen.;04. Parker, fritids-/idrætsanlæg og landskabspleje mv.;04. 01. Parker, anlæg og grønne områder;04.01.14. Udlån/benyttelse af parker og anlæg
26;Behandling af personoplysninger i forbindelse med borgernes brug af naturen.;04. Parker, fritids-/idrætsanlæg og landskabspleje mv.;04. 01. Parker, anlæg og grønne områder;04.01.15. Uretmæssig benyttelse af parker og anlæg
26;Behandling af personoplysninger i forbindelse med borgernes brug af naturen.;04. Parker, fritids-/idrætsanlæg og landskabspleje mv.;04. 01. Parker, anlæg og grønne områder;04.01.16. Vildtpleje
26;Behandling af personoplysninger i forbindelse med borgernes brug af naturen.;04. Parker, fritids-/idrætsanlæg og landskabspleje mv.;04. 01. Parker, anlæg og grønne områder;04.01.20. Hærværk i parker og anlæg
26;Behandling af personoplysninger i forbindelse med borgernes brug af naturen.;04. Parker, fritids-/idrætsanlæg og landskabspleje mv.;04. 03. Offentlige legepladser;04.03.00. Offentlige legepladser i almindelighed
26;Behandling af personoplysninger i forbindelse med borgernes brug af naturen.;04. Parker, fritids-/idrætsanlæg og landskabspleje mv.;04. 04. Haller/indendørsanlæg;04.04.00. Haller/indendørsanlæg i almindelighed
26;Behandling af personoplysninger i forbindelse med borgernes brug af naturen.;04. Parker, fritids-/idrætsanlæg og landskabspleje mv.;04. 05. Hundetoiletter;04.05.00. Hundetoiletter i almindelighed
26;Behandling af personoplysninger i forbindelse med borgernes brug af naturen.;04. Parker, fritids-/idrætsanlæg og landskabspleje mv.;04. 08. Udendørsanlæg;04.08.00. Udendørsanlæg i almindelighed
